Source,Target
567380,949057
567380,537251
567380,415224
567380,131806
567380,172506
567380,950791
567380,783657
567380,77174
567380,35970
567380,50997
567380,481191
567380,102792
567380,625089
567380,593324
567380,273822
567380,476278
567380,499985
567380,339588
567380,913194
506614,790421
506614,850225
506614,821696
506614,995213
506614,122538
506614,271452
506614,735011
506614,567575
506614,131472
506614,808997
506614,637293
506614,580510
506614,436879
506614,689637
506614,173152
506614,859079
506614,50032
506614,574278
506614,930147
506614,656643
506614,169760
506614,506088
506614,456648
506614,838517
506614,829838
506614,657760
506614,268255
506614,56942
506614,213134
506614,296719
506614,23044
506614,162093
506614,707420
506614,208065
506614,978168
506614,243399
506614,352561
506614,782703
506614,263318
506614,87645
506614,887867
506614,789498
506614,605917
506614,80786
506614,74932
506614,758884
506614,909475
506614,939077
506614,810607
506614,861764
506614,853702
506614,302156
506614,959630
506614,766437
506614,203015
506614,930228
506614,23408
506614,352365
506614,681076
506614,20303
506614,68448
506614,637414
506614,498862
506614,656975
506614,505111
506614,829616
506614,384093
506614,25122
506614,333208
506614,959574
506614,851293
506614,978131
506614,566252
506614,263713
506614,263448
506614,64599
506614,348307
506614,606962
506614,665719
506614,303067
506614,197957
506614,690883
506614,141346
506614,505797
506614,87299
506614,319860
506614,851853
506614,656573
506614,588717
506614,109799
506614,350278
506614,909169
506614,95116
506614,387581
506614,581084
506614,208511
506614,682104
506614,599051
506614,259320
506614,644654
506614,851804
506614,330162
506614,775840
506614,736308
506614,833627
506614,852314
506614,699384
506614,908476
506614,444481
506614,301378
506614,683981
506614,369562
506614,896666
506614,194910
506614,681324
506614,466836
506614,952557
506614,162240
506614,515033
506614,284100
506614,506825
506614,801150
506614,952959
506614,169228
506614,252601
506614,39957
506614,187096
506614,195509
506614,736138
506614,735815
506614,118752
506614,208706
506614,272734
506614,100849
506614,338814
506614,800948
506614,4692
506614,644851
506614,627761
506614,302222
506614,930317
506614,755521
506614,269177
506614,714008
506614,465327
506614,698672
506614,187136
506614,378318
506614,755556
506614,285211
506614,913592
506614,902111
506614,53414
506614,534602
506614,102588
506614,852650
506614,85636
506614,581720
506614,387358
506614,29937
506614,789237
506614,232352
506614,260800
506614,100883
506614,118804
506614,447769
506614,688840
506614,405952
506614,912284
506614,757276
506614,59067
506614,871439
506614,606738
506614,961024
506614,504419
506614,567228
506614,776378
506614,546344
506614,457522
506614,716612
506614,108514
506614,604000
506614,606096
506614,309907
506614,565511
506614,40309
506614,304344
506614,211534
506614,195919
506614,405164
506614,426203
506614,203577
506614,407880
506614,655448
506614,86307
506614,798236
506614,734785
506614,221316
506614,168087
506614,838135
506614,480744
506614,997377
506614,791422
506614,108239
506614,688631
506614,634027
506614,995316
506614,159886
506614,680243
506614,444318
506614,385254
506614,218080
506614,171812
506614,455533
506614,465698
506614,445127
506614,296490
506614,130004
506614,358487
506614,363822
506614,547275
506614,350356
506614,580541
506614,297422
506614,894713
506614,598704
506614,133333
506614,605224
506614,360254
506614,80140
506614,854241
506614,833761
506614,735033
506614,140246
506614,151203
506614,886018
506614,962410
506614,544056
506614,692363
506614,286704
506614,352702
506614,829911
506614,258717
506614,77142
506614,143288
506614,406373
506614,434668
506614,163885
506614,822198
506614,555171
506614,407707
506614,614626
506614,735869
506614,677618
506614,950962
506614,239362
506614,339282
506614,480769
506614,40744
506614,681015
506614,338183
506614,961772
506614,25678
506614,221062
506614,162704
506614,220354
506614,387268
506614,223644
506614,102628
506614,55194
506614,896621
506614,886209
506614,379565
506614,995619
506614,869269
506614,782323
506614,583209
506614,17896
506614,45105
506614,210356
506614,187842
506614,684772
506614,830016
506614,822573
506614,168204
506614,950003
506614,839720
506614,358288
506614,860021
506614,446990
506614,17126
506614,287244
506614,168319
506614,966801
506614,555857
506614,102609
506614,404908
506614,582137
506614,339453
506614,918922
506614,606164
506614,862660
506614,33619
506614,754402
506614,692566
506614,133733
506614,884098
506614,200019
506614,499381
506614,86759
506614,71888
506614,386703
506614,100283
506614,607351
506614,698881
506614,897957
506614,95089
506614,506652
506614,765242
506614,12058
506614,294618
506614,111635
506614,809608
506614,350486
506614,261569
506614,230772
506614,756099
506614,467145
506614,319670
506614,333519
506614,24484
506614,923817
506614,168308
506614,707549
506614,949057
506614,537251
506614,415224
506614,131806
506614,172506
506614,950791
506614,783657
506614,77174
506614,35970
506614,50997
506614,481191
506614,102792
506614,625089
506614,593324
506614,273822
506614,476278
506614,499985
506614,339588
506614,913194
790421,850225
790421,821696
790421,995213
790421,122538
790421,271452
790421,735011
790421,567575
790421,131472
790421,808997
790421,637293
790421,580510
790421,436879
790421,689637
790421,173152
790421,859079
790421,50032
790421,574278
790421,930147
790421,656643
790421,169760
790421,506088
790421,456648
790421,838517
790421,829838
790421,657760
790421,268255
790421,56942
790421,213134
790421,296719
790421,23044
790421,162093
790421,707420
790421,208065
790421,978168
790421,243399
790421,352561
790421,782703
790421,263318
790421,87645
790421,887867
790421,789498
790421,605917
790421,80786
790421,74932
790421,758884
790421,909475
790421,939077
790421,810607
790421,861764
790421,853702
790421,302156
790421,959630
790421,766437
790421,203015
790421,930228
790421,23408
790421,352365
790421,681076
790421,20303
790421,68448
790421,637414
790421,498862
790421,656975
790421,505111
790421,829616
790421,384093
790421,25122
790421,333208
790421,959574
790421,851293
790421,978131
790421,566252
790421,263713
790421,263448
790421,64599
790421,348307
790421,606962
790421,665719
790421,303067
790421,197957
790421,690883
790421,141346
790421,505797
790421,87299
790421,319860
790421,851853
790421,656573
790421,588717
790421,109799
790421,350278
790421,909169
790421,95116
790421,387581
790421,581084
790421,208511
790421,682104
790421,599051
790421,259320
790421,644654
790421,851804
790421,330162
790421,775840
790421,736308
790421,833627
790421,852314
790421,699384
790421,908476
790421,444481
790421,301378
790421,683981
790421,369562
790421,896666
790421,194910
790421,681324
790421,466836
790421,952557
790421,162240
790421,515033
790421,284100
790421,506825
790421,801150
790421,952959
790421,169228
790421,252601
790421,39957
790421,187096
790421,195509
790421,736138
790421,735815
790421,118752
790421,208706
790421,272734
790421,100849
790421,338814
790421,800948
790421,4692
790421,644851
790421,627761
790421,302222
790421,930317
790421,755521
790421,269177
790421,714008
790421,465327
790421,698672
790421,187136
790421,378318
790421,755556
790421,285211
790421,913592
790421,902111
790421,53414
790421,534602
790421,102588
790421,852650
790421,85636
790421,581720
790421,387358
790421,29937
790421,789237
790421,232352
790421,260800
790421,100883
790421,118804
790421,447769
790421,688840
790421,405952
790421,912284
790421,757276
790421,59067
790421,871439
790421,606738
790421,961024
790421,504419
790421,567228
790421,776378
790421,546344
790421,457522
790421,716612
790421,108514
790421,604000
790421,606096
790421,309907
790421,565511
790421,40309
790421,304344
790421,211534
790421,195919
790421,405164
790421,426203
790421,203577
790421,407880
790421,655448
790421,86307
790421,798236
790421,734785
790421,221316
790421,168087
790421,838135
790421,480744
790421,997377
790421,791422
790421,108239
790421,688631
790421,634027
790421,995316
790421,159886
790421,680243
790421,444318
790421,385254
790421,218080
790421,171812
790421,455533
790421,465698
790421,445127
790421,296490
790421,130004
790421,358487
790421,363822
790421,547275
790421,350356
790421,580541
790421,297422
790421,894713
790421,598704
790421,133333
790421,605224
790421,360254
790421,80140
790421,854241
790421,833761
790421,735033
790421,140246
790421,151203
790421,886018
790421,962410
790421,544056
790421,692363
790421,286704
790421,352702
790421,829911
790421,258717
790421,77142
790421,143288
790421,406373
790421,434668
790421,163885
790421,822198
790421,555171
790421,407707
790421,614626
790421,735869
790421,677618
790421,950962
790421,239362
790421,339282
790421,480769
790421,40744
790421,681015
790421,338183
790421,961772
790421,25678
790421,221062
790421,162704
790421,220354
790421,387268
790421,223644
790421,102628
790421,55194
790421,896621
790421,886209
790421,379565
790421,995619
790421,869269
790421,782323
790421,583209
790421,17896
790421,45105
790421,210356
790421,187842
790421,684772
790421,830016
790421,822573
790421,168204
790421,950003
790421,839720
790421,358288
790421,860021
790421,446990
790421,17126
790421,287244
790421,168319
790421,966801
790421,555857
790421,102609
790421,404908
790421,582137
790421,339453
790421,918922
790421,606164
790421,862660
790421,33619
790421,754402
790421,692566
790421,133733
790421,884098
790421,200019
790421,499381
790421,86759
790421,71888
790421,386703
790421,100283
790421,607351
790421,698881
790421,897957
790421,95089
790421,506652
790421,765242
790421,12058
790421,294618
790421,111635
790421,809608
790421,350486
790421,261569
790421,230772
790421,756099
790421,467145
790421,319670
790421,333519
790421,24484
790421,923817
790421,168308
790421,707549
790421,949057
790421,537251
790421,415224
790421,131806
790421,172506
790421,950791
790421,783657
790421,77174
790421,35970
790421,50997
790421,481191
790421,102792
790421,625089
790421,593324
790421,273822
790421,476278
790421,499985
790421,339588
790421,913194
850225,821696
850225,995213
850225,122538
850225,271452
850225,735011
850225,567575
850225,131472
850225,808997
850225,637293
850225,580510
850225,436879
850225,689637
850225,173152
850225,859079
850225,50032
850225,574278
850225,930147
850225,656643
850225,169760
850225,506088
850225,456648
850225,838517
850225,829838
850225,657760
850225,268255
850225,56942
850225,213134
850225,296719
850225,23044
850225,162093
850225,707420
850225,208065
850225,978168
850225,243399
850225,352561
850225,782703
850225,263318
850225,87645
850225,887867
850225,789498
850225,605917
850225,80786
850225,74932
850225,758884
850225,909475
850225,939077
850225,810607
850225,861764
850225,853702
850225,302156
850225,959630
850225,766437
850225,203015
850225,930228
850225,23408
850225,352365
850225,681076
850225,20303
850225,68448
850225,637414
850225,498862
850225,656975
850225,505111
850225,829616
850225,384093
850225,25122
850225,333208
850225,959574
850225,851293
850225,978131
850225,566252
850225,263713
850225,263448
850225,64599
850225,348307
850225,606962
850225,665719
850225,303067
850225,197957
850225,690883
850225,141346
850225,505797
850225,87299
850225,319860
850225,851853
850225,656573
850225,588717
850225,109799
850225,350278
850225,909169
850225,95116
850225,387581
850225,581084
850225,208511
850225,682104
850225,599051
850225,259320
850225,644654
850225,851804
850225,330162
850225,775840
850225,736308
850225,833627
850225,852314
850225,699384
850225,908476
850225,444481
850225,301378
850225,683981
850225,369562
850225,896666
850225,194910
850225,681324
850225,466836
850225,952557
850225,162240
850225,515033
850225,284100
850225,506825
850225,801150
850225,952959
850225,169228
850225,252601
850225,39957
850225,187096
850225,195509
850225,736138
850225,735815
850225,118752
850225,208706
850225,272734
850225,100849
850225,338814
850225,800948
850225,4692
850225,644851
850225,627761
850225,302222
850225,930317
850225,755521
850225,269177
850225,714008
850225,465327
850225,698672
850225,187136
850225,378318
850225,755556
850225,285211
850225,913592
850225,902111
850225,53414
850225,534602
850225,102588
850225,852650
850225,85636
850225,581720
850225,387358
850225,29937
850225,789237
850225,232352
850225,260800
850225,100883
850225,118804
850225,447769
850225,688840
850225,405952
850225,912284
850225,757276
850225,59067
850225,871439
850225,606738
850225,961024
850225,504419
850225,567228
850225,776378
850225,546344
850225,457522
850225,716612
850225,108514
850225,604000
850225,606096
850225,309907
850225,565511
850225,40309
850225,304344
850225,211534
850225,195919
850225,405164
850225,426203
850225,203577
850225,407880
850225,655448
850225,86307
850225,798236
850225,734785
850225,221316
850225,168087
850225,838135
850225,480744
850225,997377
850225,791422
850225,108239
850225,688631
850225,634027
850225,995316
850225,159886
850225,680243
850225,444318
850225,385254
850225,218080
850225,171812
850225,455533
850225,465698
850225,445127
850225,296490
850225,130004
850225,358487
850225,363822
850225,547275
850225,350356
850225,580541
850225,297422
850225,894713
850225,598704
850225,133333
850225,605224
850225,360254
850225,80140
850225,854241
850225,833761
850225,735033
850225,140246
850225,151203
850225,886018
850225,962410
850225,544056
850225,692363
850225,286704
850225,352702
850225,829911
850225,258717
850225,77142
850225,143288
850225,406373
850225,434668
850225,163885
850225,822198
850225,555171
850225,407707
850225,614626
850225,735869
850225,677618
850225,950962
850225,239362
850225,339282
850225,480769
850225,40744
850225,681015
850225,338183
850225,961772
850225,25678
850225,221062
850225,162704
850225,220354
850225,387268
850225,223644
850225,102628
850225,55194
850225,896621
850225,886209
850225,379565
850225,995619
850225,869269
850225,782323
850225,583209
850225,17896
850225,45105
850225,210356
850225,187842
850225,684772
850225,830016
850225,822573
850225,168204
850225,950003
850225,839720
850225,358288
850225,860021
850225,446990
850225,17126
850225,287244
850225,168319
850225,966801
850225,555857
850225,102609
850225,404908
850225,582137
850225,339453
850225,918922
850225,606164
850225,862660
850225,33619
850225,754402
850225,692566
850225,133733
850225,884098
850225,200019
850225,499381
850225,86759
850225,71888
850225,386703
850225,100283
850225,607351
850225,698881
850225,897957
850225,95089
850225,506652
850225,765242
850225,12058
850225,294618
850225,111635
850225,809608
850225,350486
850225,261569
850225,230772
850225,756099
850225,467145
850225,319670
850225,333519
850225,24484
850225,923817
850225,168308
850225,707549
850225,949057
850225,537251
850225,415224
850225,131806
850225,172506
850225,950791
850225,783657
850225,77174
850225,35970
850225,50997
850225,481191
850225,102792
850225,625089
850225,593324
850225,273822
850225,476278
850225,499985
850225,339588
850225,913194
258919,666372
258919,201274
258919,634190
258919,333742
258919,789651
258919,994664
258919,483963
258919,205466
258919,168564
258919,574602
258919,656163
258919,591465
258919,359918
258919,152017
258919,754456
258919,822420
258919,843626
258919,767782
258919,151106
258919,843412
258919,467319
821696,995213
821696,122538
821696,271452
821696,735011
821696,567575
821696,131472
821696,808997
821696,637293
821696,580510
821696,436879
821696,689637
821696,173152
821696,859079
821696,50032
821696,574278
821696,930147
821696,656643
821696,169760
821696,506088
821696,456648
821696,838517
821696,829838
821696,657760
821696,268255
821696,56942
821696,213134
821696,296719
821696,23044
821696,162093
821696,707420
821696,208065
821696,978168
821696,243399
821696,352561
821696,782703
821696,263318
821696,87645
821696,887867
821696,789498
821696,605917
821696,80786
821696,74932
821696,758884
821696,909475
821696,939077
821696,810607
821696,861764
821696,853702
821696,302156
821696,959630
821696,766437
821696,203015
821696,930228
821696,23408
821696,352365
821696,681076
821696,20303
821696,68448
821696,637414
821696,498862
821696,656975
821696,505111
821696,829616
821696,384093
821696,25122
821696,333208
821696,959574
821696,851293
821696,978131
821696,566252
821696,263713
821696,263448
821696,64599
821696,348307
821696,606962
821696,665719
821696,303067
821696,197957
821696,690883
821696,141346
821696,505797
821696,87299
821696,319860
821696,851853
821696,656573
821696,588717
821696,109799
821696,350278
821696,909169
821696,95116
821696,387581
821696,581084
821696,208511
821696,682104
821696,599051
821696,259320
821696,644654
821696,851804
821696,330162
821696,775840
821696,736308
821696,833627
821696,852314
821696,699384
821696,908476
821696,444481
821696,301378
821696,683981
821696,369562
821696,896666
821696,194910
821696,681324
821696,466836
821696,952557
821696,162240
821696,515033
821696,284100
821696,506825
821696,801150
821696,952959
821696,169228
821696,252601
821696,39957
821696,187096
821696,195509
821696,736138
821696,735815
821696,118752
821696,208706
821696,272734
821696,100849
821696,338814
821696,800948
821696,4692
821696,644851
821696,627761
821696,302222
821696,930317
821696,755521
821696,269177
821696,714008
821696,465327
821696,698672
821696,187136
821696,378318
821696,755556
821696,285211
821696,913592
821696,902111
821696,53414
821696,534602
821696,102588
821696,852650
821696,85636
821696,581720
821696,387358
821696,29937
821696,789237
821696,232352
821696,260800
821696,100883
821696,118804
821696,447769
821696,688840
821696,405952
821696,912284
821696,757276
821696,59067
821696,871439
821696,606738
821696,961024
821696,504419
821696,567228
821696,776378
821696,546344
821696,457522
821696,716612
821696,108514
821696,604000
821696,606096
821696,309907
821696,565511
821696,40309
821696,304344
821696,211534
821696,195919
821696,405164
821696,426203
821696,203577
821696,407880
821696,655448
821696,86307
821696,798236
821696,734785
821696,221316
821696,168087
821696,838135
821696,480744
821696,997377
821696,791422
821696,108239
821696,688631
821696,634027
821696,995316
821696,159886
821696,680243
821696,444318
821696,385254
821696,218080
821696,171812
821696,455533
821696,465698
821696,445127
821696,296490
821696,130004
821696,358487
821696,363822
821696,547275
821696,350356
821696,580541
821696,297422
821696,894713
821696,598704
821696,133333
821696,605224
821696,360254
821696,80140
821696,854241
821696,833761
821696,735033
821696,140246
821696,151203
821696,886018
821696,962410
821696,544056
821696,692363
821696,286704
821696,352702
821696,829911
821696,258717
821696,77142
821696,143288
821696,406373
821696,434668
821696,163885
821696,822198
821696,555171
821696,407707
821696,614626
821696,735869
821696,677618
821696,950962
821696,239362
821696,339282
821696,480769
821696,40744
821696,681015
821696,338183
821696,961772
821696,25678
821696,221062
821696,162704
821696,220354
821696,387268
821696,223644
821696,102628
821696,55194
821696,896621
821696,886209
821696,379565
821696,995619
821696,869269
821696,782323
821696,583209
821696,17896
821696,45105
821696,210356
821696,187842
821696,684772
821696,830016
821696,822573
821696,168204
821696,950003
821696,839720
821696,358288
821696,860021
821696,446990
821696,17126
821696,287244
821696,168319
821696,966801
821696,555857
821696,102609
821696,404908
821696,582137
821696,339453
821696,918922
821696,606164
821696,862660
821696,33619
821696,754402
821696,692566
821696,133733
821696,884098
821696,200019
821696,499381
821696,86759
821696,71888
821696,386703
821696,100283
821696,607351
821696,698881
821696,897957
821696,95089
821696,506652
821696,765242
821696,12058
821696,294618
821696,111635
821696,809608
821696,350486
821696,261569
821696,230772
821696,756099
821696,467145
821696,319670
821696,333519
821696,24484
821696,923817
821696,168308
821696,707549
821696,949057
821696,537251
821696,415224
821696,131806
821696,172506
821696,950791
821696,783657
821696,77174
821696,35970
821696,50997
821696,481191
821696,102792
821696,625089
821696,593324
821696,273822
821696,476278
821696,499985
821696,339588
821696,913194
995213,122538
995213,271452
995213,735011
995213,567575
995213,131472
995213,808997
995213,637293
995213,580510
995213,436879
995213,689637
995213,173152
995213,859079
995213,50032
995213,574278
995213,930147
995213,656643
995213,169760
995213,506088
995213,456648
995213,838517
995213,829838
995213,657760
995213,268255
995213,56942
995213,213134
995213,296719
995213,23044
995213,162093
995213,707420
995213,208065
995213,978168
995213,243399
995213,352561
995213,782703
995213,263318
995213,87645
995213,887867
995213,789498
995213,605917
995213,80786
995213,74932
995213,758884
995213,909475
995213,939077
995213,810607
995213,861764
995213,853702
995213,302156
995213,959630
995213,766437
995213,203015
995213,930228
995213,23408
995213,352365
995213,681076
995213,20303
995213,68448
995213,637414
995213,498862
995213,656975
995213,505111
995213,829616
995213,384093
995213,25122
995213,333208
995213,959574
995213,851293
995213,978131
995213,566252
995213,263713
995213,263448
995213,64599
995213,348307
995213,606962
995213,665719
995213,303067
995213,197957
995213,690883
995213,141346
995213,505797
995213,87299
995213,319860
995213,851853
995213,656573
995213,588717
995213,109799
995213,350278
995213,909169
995213,95116
995213,387581
995213,581084
995213,208511
995213,682104
995213,599051
995213,259320
995213,644654
995213,851804
995213,330162
995213,775840
995213,736308
995213,833627
995213,852314
995213,699384
995213,908476
995213,444481
995213,301378
995213,683981
995213,369562
995213,896666
995213,194910
995213,681324
995213,466836
995213,952557
995213,162240
995213,515033
995213,284100
995213,506825
995213,801150
995213,952959
995213,169228
995213,252601
995213,39957
995213,187096
995213,195509
995213,736138
995213,735815
995213,118752
995213,208706
995213,272734
995213,100849
995213,338814
995213,800948
995213,4692
995213,644851
995213,627761
995213,302222
995213,930317
995213,755521
995213,269177
995213,714008
995213,465327
995213,698672
995213,187136
995213,378318
995213,755556
995213,285211
995213,913592
995213,902111
995213,53414
995213,534602
995213,102588
995213,852650
995213,85636
995213,581720
995213,387358
995213,29937
995213,789237
995213,232352
995213,260800
995213,100883
995213,118804
995213,447769
995213,688840
995213,405952
995213,912284
995213,757276
995213,59067
995213,871439
995213,606738
995213,961024
995213,504419
995213,567228
995213,776378
995213,546344
995213,457522
995213,716612
995213,108514
995213,604000
995213,606096
995213,309907
995213,565511
995213,40309
995213,304344
995213,211534
995213,195919
995213,405164
995213,426203
995213,203577
995213,407880
995213,655448
995213,86307
995213,798236
995213,734785
995213,221316
995213,168087
995213,838135
995213,480744
995213,997377
995213,791422
995213,108239
995213,688631
995213,634027
995213,995316
995213,159886
995213,680243
995213,444318
995213,385254
995213,218080
995213,171812
995213,455533
995213,465698
995213,445127
995213,296490
995213,130004
995213,358487
995213,363822
995213,547275
995213,350356
995213,580541
995213,297422
995213,894713
995213,598704
995213,133333
995213,605224
995213,360254
995213,80140
995213,854241
995213,833761
995213,735033
995213,140246
995213,151203
995213,886018
995213,962410
995213,544056
995213,692363
995213,286704
995213,352702
995213,829911
995213,258717
995213,77142
995213,143288
995213,406373
995213,434668
995213,163885
995213,822198
995213,555171
995213,407707
995213,614626
995213,735869
995213,677618
995213,950962
995213,239362
995213,339282
995213,480769
995213,40744
995213,681015
995213,338183
995213,961772
995213,25678
995213,221062
995213,162704
995213,220354
995213,387268
995213,223644
995213,102628
995213,55194
995213,896621
995213,886209
995213,379565
995213,995619
995213,869269
995213,782323
995213,583209
995213,17896
995213,45105
995213,210356
995213,187842
995213,684772
995213,830016
995213,822573
995213,168204
995213,950003
995213,839720
995213,358288
995213,860021
995213,446990
995213,17126
995213,287244
995213,168319
995213,966801
995213,555857
995213,102609
995213,404908
995213,582137
995213,339453
995213,918922
995213,606164
995213,862660
995213,33619
995213,754402
995213,692566
995213,133733
995213,884098
995213,200019
995213,499381
995213,86759
995213,71888
995213,386703
995213,100283
995213,607351
995213,698881
995213,897957
995213,95089
995213,506652
995213,765242
995213,12058
995213,294618
995213,111635
995213,809608
995213,350486
995213,261569
995213,230772
995213,756099
995213,467145
995213,319670
995213,333519
995213,24484
995213,923817
995213,168308
995213,707549
995213,949057
995213,537251
995213,415224
995213,131806
995213,172506
995213,950791
995213,783657
995213,77174
995213,35970
995213,50997
995213,481191
995213,102792
995213,625089
995213,593324
995213,273822
995213,476278
995213,499985
995213,339588
995213,913194
666372,201274
666372,634190
666372,333742
666372,789651
666372,994664
666372,483963
666372,205466
666372,168564
666372,574602
666372,656163
666372,591465
666372,359918
666372,152017
666372,754456
666372,822420
666372,843626
666372,767782
666372,151106
666372,843412
666372,467319
122538,271452
122538,735011
122538,567575
122538,131472
122538,808997
122538,637293
122538,580510
122538,436879
122538,689637
122538,173152
122538,859079
122538,50032
122538,574278
122538,930147
122538,656643
122538,169760
122538,506088
122538,456648
122538,838517
122538,829838
122538,657760
122538,268255
122538,56942
122538,213134
122538,296719
122538,23044
122538,162093
122538,707420
122538,208065
122538,978168
122538,243399
122538,352561
122538,782703
122538,263318
122538,87645
122538,887867
122538,789498
122538,605917
122538,80786
122538,74932
122538,758884
122538,909475
122538,939077
122538,810607
122538,861764
122538,853702
122538,302156
122538,959630
122538,766437
122538,203015
122538,930228
122538,23408
122538,352365
122538,681076
122538,20303
122538,68448
122538,637414
122538,498862
122538,656975
122538,505111
122538,829616
122538,384093
122538,25122
122538,333208
122538,959574
122538,851293
122538,978131
122538,566252
122538,263713
122538,263448
122538,64599
122538,348307
122538,606962
122538,665719
122538,303067
122538,197957
122538,690883
122538,141346
122538,505797
122538,87299
122538,319860
122538,851853
122538,656573
122538,588717
122538,109799
122538,350278
122538,909169
122538,95116
122538,387581
122538,581084
122538,208511
122538,682104
122538,599051
122538,259320
122538,644654
122538,851804
122538,330162
122538,775840
122538,736308
122538,833627
122538,852314
122538,699384
122538,908476
122538,444481
122538,301378
122538,683981
122538,369562
122538,896666
122538,194910
122538,681324
122538,466836
122538,952557
122538,162240
122538,515033
122538,284100
122538,506825
122538,801150
122538,952959
122538,169228
122538,252601
122538,39957
122538,187096
122538,195509
122538,736138
122538,735815
122538,118752
122538,208706
122538,272734
122538,100849
122538,338814
122538,800948
122538,4692
122538,644851
122538,627761
122538,302222
122538,930317
122538,755521
122538,269177
122538,714008
122538,465327
122538,698672
122538,187136
122538,378318
122538,755556
122538,285211
122538,913592
122538,902111
122538,53414
122538,534602
122538,102588
122538,852650
122538,85636
122538,581720
122538,387358
122538,29937
122538,789237
122538,232352
122538,260800
122538,100883
122538,118804
122538,447769
122538,688840
122538,405952
122538,912284
122538,757276
122538,59067
122538,871439
122538,606738
122538,961024
122538,504419
122538,567228
122538,776378
122538,546344
122538,457522
122538,716612
122538,108514
122538,604000
122538,606096
122538,309907
122538,565511
122538,40309
122538,304344
122538,211534
122538,195919
122538,405164
122538,426203
122538,203577
122538,407880
122538,655448
122538,86307
122538,798236
122538,734785
122538,221316
122538,168087
122538,838135
122538,480744
122538,997377
122538,791422
122538,108239
122538,688631
122538,634027
122538,995316
122538,159886
122538,680243
122538,444318
122538,385254
122538,218080
122538,171812
122538,455533
122538,465698
122538,445127
122538,296490
122538,130004
122538,358487
122538,363822
122538,547275
122538,350356
122538,580541
122538,297422
122538,894713
122538,598704
122538,133333
122538,605224
122538,360254
122538,80140
122538,854241
122538,833761
122538,735033
122538,140246
122538,151203
122538,886018
122538,962410
122538,544056
122538,692363
122538,286704
122538,352702
122538,829911
122538,258717
122538,77142
122538,143288
122538,406373
122538,434668
122538,163885
122538,822198
122538,555171
122538,407707
122538,614626
122538,735869
122538,677618
122538,950962
122538,239362
122538,339282
122538,480769
122538,40744
122538,681015
122538,338183
122538,961772
122538,25678
122538,221062
122538,162704
122538,220354
122538,387268
122538,223644
122538,102628
122538,55194
122538,896621
122538,886209
122538,379565
122538,995619
122538,869269
122538,782323
122538,583209
122538,17896
122538,45105
122538,210356
122538,187842
122538,684772
122538,830016
122538,822573
122538,168204
122538,950003
122538,839720
122538,358288
122538,860021
122538,446990
122538,17126
122538,287244
122538,168319
122538,966801
122538,555857
122538,102609
122538,404908
122538,582137
122538,339453
122538,918922
122538,606164
122538,862660
122538,33619
122538,754402
122538,692566
122538,133733
122538,884098
122538,200019
122538,499381
122538,86759
122538,71888
122538,386703
122538,100283
122538,607351
122538,698881
122538,897957
122538,95089
122538,506652
122538,765242
122538,12058
122538,294618
122538,111635
122538,809608
122538,350486
122538,261569
122538,230772
122538,756099
122538,467145
122538,319670
122538,333519
122538,24484
122538,923817
122538,168308
122538,707549
122538,949057
122538,537251
122538,415224
122538,131806
122538,172506
122538,950791
122538,783657
122538,77174
122538,35970
122538,50997
122538,481191
122538,102792
122538,625089
122538,593324
122538,273822
122538,476278
122538,499985
122538,339588
122538,913194
271452,735011
271452,567575
271452,131472
271452,808997
271452,637293
271452,580510
271452,436879
271452,689637
271452,173152
271452,859079
271452,50032
271452,574278
271452,930147
271452,656643
271452,169760
271452,506088
271452,456648
271452,838517
271452,829838
271452,657760
271452,268255
271452,56942
271452,213134
271452,296719
271452,23044
271452,162093
271452,707420
271452,208065
271452,978168
271452,243399
271452,352561
271452,782703
271452,263318
271452,87645
271452,887867
271452,789498
271452,605917
271452,80786
271452,74932
271452,758884
271452,909475
271452,939077
271452,810607
271452,861764
271452,853702
271452,302156
271452,959630
271452,766437
271452,203015
271452,930228
271452,23408
271452,352365
271452,681076
271452,20303
271452,68448
271452,637414
271452,498862
271452,656975
271452,505111
271452,829616
271452,384093
271452,25122
271452,333208
271452,959574
271452,851293
271452,978131
271452,566252
271452,263713
271452,263448
271452,64599
271452,348307
271452,606962
271452,665719
271452,303067
271452,197957
271452,690883
271452,141346
271452,505797
271452,87299
271452,319860
271452,851853
271452,656573
271452,588717
271452,109799
271452,350278
271452,909169
271452,95116
271452,387581
271452,581084
271452,208511
271452,682104
271452,599051
271452,259320
271452,644654
271452,851804
271452,330162
271452,775840
271452,736308
271452,833627
271452,852314
271452,699384
271452,908476
271452,444481
271452,301378
271452,683981
271452,369562
271452,896666
271452,194910
271452,681324
271452,466836
271452,952557
271452,162240
271452,515033
271452,284100
271452,506825
271452,801150
271452,952959
271452,169228
271452,252601
271452,39957
271452,187096
271452,195509
271452,736138
271452,735815
271452,118752
271452,208706
271452,272734
271452,100849
271452,338814
271452,800948
271452,4692
271452,644851
271452,627761
271452,302222
271452,930317
271452,755521
271452,269177
271452,714008
271452,465327
271452,698672
271452,187136
271452,378318
271452,755556
271452,285211
271452,913592
271452,902111
271452,53414
271452,534602
271452,102588
271452,852650
271452,85636
271452,581720
271452,387358
271452,29937
271452,789237
271452,232352
271452,260800
271452,100883
271452,118804
271452,447769
271452,688840
271452,405952
271452,912284
271452,757276
271452,59067
271452,871439
271452,606738
271452,961024
271452,504419
