Id,Label,Artist
spotify:track:71SvEDmsOwIWw1IozsZoMA,Any Way You Want It,Journey
spotify:track:5C0LFQARavkPpn7JgA4sLk,Every Breath You Take - Remastered 2003,The Police
spotify:track:3FmAUR4SPWa3P1KyDf21Fu,Roxanne - Remastered 2003,The Police
spotify:track:3bN4tg6rnNPy9GCkGhym4T,Message In A Bottle - Remastered 2003,The Police
spotify:track:60HDLY1Dh2Hy9wTVI3WPzO,Every Little Thing She Does Is Magic - Remastered 2003,The Police
spotify:track:4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,Don Henley
spotify:track:1JLn8RhQzHz3qDqsChcmBl,I Want To Know What Love Is - Remastered,Foreigner
spotify:track:6L5BZEcZmD6RBJnimzlyKr,Nights In White Satin - Single Version / Mono Mix,The Moody Blues
spotify:track:1T4iwEA2ySieXjWxjiMVWs,Your Wildest Dreams,The Moody Blues
spotify:track:13XelpE4iN9dUG9R5lavqu,Tuesday Afternoon (Forever Afternoon) - Edit Single Version,The Moody Blues
spotify:track:3TQOqBFEKUEab8CO1pi5A8,Afternoon Delight,Starland Vocal Band
spotify:track:1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen
spotify:track:2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,Queen
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Another One Bites The Dust - Remastered 2011,Queen
spotify:track:3vCHmbyOgc6pgwLUWfU4pF,Somebody To Love - Remastered 2011,Queen
spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Don't Stop Me Now - Remastered,Queen
spotify:track:1nQRg9q9uwALGzouOX5OyQ,Radio Ga Ga - Remastered 2011,Queen
spotify:track:34MoKBRdC9JDjcL4b4X1Ic,It's A Hard Life - Remastered 2011,Queen
spotify:track:1MsBRSbt5dqJSw3RxXtvCM,I Want To Break Free - Remastered 2011,Queen
spotify:track:4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered,Queen
spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,We Are The Champions - Remastered 2011,Queen
spotify:track:6N1EjQjnvhOjFrF6oUmGPa,Summer Of '69,Bryan Adams
spotify:track:48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman",Roy Orbison
spotify:track:6r20M5DWYdIoCDmDViBxuz,You Got It,Roy Orbison
spotify:track:2sbF2F1fIKylqW79XFLbH8,I Got A Name,Jim Croce
spotify:track:5adDkwteEu5DcxugUkhPiN,Angelina,ダリル・ホール & ジョン・オーツ
spotify:track:5IhWRng9ZfxhIRu167eGxN,Everytime You Go Away,Daryl Hall & John Oates
spotify:track:6FU0V2wwR4zObkXOPYrWA0,Power Of Love,Huey Lewis & The News
spotify:track:40W6m9xlzRXaGO66JpKbSn,If This Is It,Huey Lewis & The News
spotify:track:7ChRGXHb05yIp1Sc43d37Z,Love Gun,KISS
spotify:track:2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix
spotify:track:5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult
spotify:track:1bVnRjdVprR6ZoT67DBxML,Distant Early Warning,Rush
spotify:track:1uqGSvSc207Zlgi4sGr9RQ,Time Stand Still,Rush
spotify:track:43LjRHyyetSWnPpW7CWThG,Do You Believe In Love,Huey Lewis & The News
spotify:track:43eBgYRTmu5BJnCJDBU5Hb,Rio - 2009 Remastered Version,Duran Duran
spotify:track:4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,Cyndi Lauper
spotify:track:5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac
spotify:track:0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remastered Edition,Fleetwood Mac
spotify:track:1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston
spotify:track:4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas
spotify:track:5aYVqxyetmT5OYmvZCA90X,Slow Ride,Foghat
spotify:track:0S3gpZzlT9Hb7CCSV2owX7,"Mama, I'm Coming Home",Ozzy Osbourne
spotify:track:6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas
spotify:track:5ZkhNE22J3GHB1p5kD7cnp,Ramble On,Swan Montgomery
spotify:track:4aVuWgvD0X63hcOCnZtNFA,Hold the Line,Toto
spotify:track:54TaGh2JKs1pO9daXNXI5q,Fly By Night,Rush
spotify:track:235LXPXfi0SmOaS9TaCh3c,Teenage Dream,Katy Perry
spotify:track:6qn9YLKt13AGvpq9jfO8py,We Found Love,Rihanna
spotify:track:11ozIUBoXAgRTVWelDn4pL,Lights,Ellie Goulding
spotify:track:1iw4yy8dDH9TcSEcOEWVnO,Rill Rill,Sleigh Bells
spotify:track:02b5L9jExmkRTdUTqXFzmR,Primadonna,Marina and the Diamonds
spotify:track:5u0YB9bpmgEPS2bPhwfRFV,arms,Christina Perri
spotify:track:4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
spotify:track:6h2q5GhVc9itEB6NqOEMd4,Eyes Wide Open,Gotye
spotify:track:1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine
spotify:track:7cNz65PfCatRXoX7QtqM2A,National Anthem,Lana Del Rey
spotify:track:2CvOqDpQIMw69cCzWqr5yr,Halo,Beyoncé
spotify:track:1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,The Lumineers
spotify:track:4JQSMg83F8qYwSBt5xOXsQ,Diamonds,Rihanna
spotify:track:2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia
spotify:track:0lsqtZVyovtBSQtWdD44LH,Sweet Nothing,Calvin Harris
spotify:track:5PtEpuVX03k9bOUwilL5EO,Punching In A Dream,The Naked And Famous
spotify:track:3USei2Ja58VV6yOypYNjfN,The Girl,City and Colour
spotify:track:25nzKGDiua1lE9Qo5V19GL,Young Blood,The Naked And Famous
spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston
spotify:track:1Zqy9bervYUomy12Pbm3rP,Time to Pretend,MGMT
spotify:track:4dyx5SzxPPaD8xQIid5Wjj,Young Folks,Peter Bjorn and John
spotify:track:78c3IFOZdqCvelTH65zA0g,Sexy Can I,Ray J
spotify:track:7EVbd5mRxBntfpBHh2jdcf,Green Light,John Legend
spotify:track:1vWGa8yC21ZELs9dAhiC2Q,Starry Eyed,Ellie Goulding
spotify:track:2pmtavvgqZN52EePYxutgk,Your Body,Christina Aguilera
spotify:track:57mKcbEq7nMqtJ4gqJvWcp,Talk That Talk,Rihanna
spotify:track:1gCWLA71vXQmINwo6WxH4t,Raining Men,Rihanna
spotify:track:1tsEIsdnh3BYMdygzw9vcm,Hands In The Air,Timbaland
spotify:track:0JmGVy7IzUM27My3UuEOOZ,Knock You Down,Keri Hilson
spotify:track:7m47Go71qTMBs4kTH7U8F8,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi
spotify:track:3f7gYMirBEKuc57218BjOY,California Gurls - feat. Snoop Dogg,Katy Perry
spotify:track:1nZzRJbFvCEct3uzu04ZoL,Part Of Me,Katy Perry
spotify:track:4VySpxhRGy32u5zPCprzDn,Too Close,Alex Clare
spotify:track:3rbNV2GI8Vtd8byhUtXZID,Clique,JAY Z
spotify:track:6GQuF9vzJAVs7fYN9ftBdP,Diva,Beyoncé
spotify:track:3U9yv46nVSn3PkLsVcNIcA,Who Gon Stop Me,JAY Z
spotify:track:0srwKuJPH8yBzzFUJMBQM2,Rack City,Tyga
spotify:track:538DwYrzBJhPEzkPUWeFBa,Summer Breeze - Summer Twist List,Gym Class Heroes
spotify:track:5W08yPiaaOlYYSszuLNurl,Good Times - Summer Twist List,Gym Class Heroes
spotify:track:0HxE3v8lBUJrJERySGTsGF,Cruel Summer - Summer Twist List,Gym Class Heroes
spotify:track:0gCP4bzCDh6hRc43NFsBOE,Lovely Day - Summer Twist List,Gym Class Heroes
spotify:track:4Twr3CjoAyqr2vwixkMMtz,Summertime - Summer Twist List,Gym Class Heroes
spotify:track:1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,The Lumineers
spotify:track:1SLikaDhWhhhnLJC58bkFI,Life Is A Highway,Rascal Flatts
spotify:track:4NnWuGQujzWUEg0uZokO5M,Just Like Heaven,The Cure
spotify:track:3sJZdXnP3zOByagpyztK90,Outside,George Michael
spotify:track:2GcSQZ1TmuRvqp3r4fWOZO,Stronger (What Doesn't Kill You),Kelly Clarkson
spotify:track:5OMwQFBcte0aWFJFqrr5oj,TiK ToK,Kesha
spotify:track:04a7TQAQPkXBosRi7IovlM,New Shoes,Paolo Nutini
spotify:track:01a0J96fRD91VnjQQUCqMK,The Kids Aren't Alright,The Offspring
spotify:track:7wBrglFVTNCcW6IhdgBkm1,Paradise,Coldplay
spotify:track:7gKIt3rDGIMJDFVSPBnGmj,Super Bass,Nicki Minaj
spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey
spotify:track:2wfunFN8HvHwmNdH75WW1R,His Girl Friday,The Academy Is...
spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,Good Vibrations,The Beach Boys
spotify:track:1IoN2puG9Z2hFlM7VbR1Nk,Crickets,Drop City Yacht Club
spotify:track:7w5cxTEzp1rfV3KCy0Bd5N,Home,Edward Sharpe & The Magnetic Zeros
spotify:track:1hXEMdPXdBDkBctoa2kahc,Dirty Little Girl,Shwayze
spotify:track:5YtxOL4iUchhynLL9nEBwQ,You're My Best Friend - Remastered 2011,Queen
spotify:track:3sw1PM6wj5aUq3kDrHJsk8,Shiny Happy People,R.E.M.
spotify:track:1x8AFBt9UEMRY41fSxi7aA,Good Life,OneRepublic
spotify:track:0tljds1ZOLEHw91GvkP5zz,Let The Beat Go On - Short,Dr. Alban
spotify:track:0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Paul Simon
spotify:track:3Wq1XLo82SODnXJpYHvnyD,Walkin' On Sunshine (Re-Recorded Version),Katrina
spotify:track:6BaxqcoEM9r3LXisTyJjST,Ridin' Solo,Jason Derulo
spotify:track:00FROhC5g4iJdax5US8jRr,Satisfy You,Diddy
spotify:track:5w6TVvv71F8px5cObg2xnx,Good Time,Owl City
spotify:track:0UQDSP8cz6WmLJckO5jqUQ,I Smile,Kirk Franklin
spotify:track:67WTwafOMgegV6ABnBQxcE,Some Nights,fun.
spotify:track:5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,Foo Fighters
spotify:track:1mr3616BzLdhXfJmLmRsO8,Fireflies,Owl City
spotify:track:07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remastered Edition,Fleetwood Mac
spotify:track:4dGJf1SER1T6ooX46vwzRB,Chicken Fried,Zac Brown Band
spotify:track:7MjTPvXSAYB1NyzXLQKsMn,Oh Carolina,Shaggy
spotify:track:25nzKGDiua1lE9Qo5V19GL,Young Blood,The Naked And Famous
spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,Helena Beat,Foster The People
spotify:track:70cTMpcgWMcR18t9MRJFjB,I Gotta Feeling,The Black Eyed Peas
spotify:track:0IHFbmG3hOWr7IaOqPPeAs,Bodyguard,Pastor Troy
spotify:track:4hObp5bmIJ3PP3cKA9K9GY,Don't Worry Be Happy,Bobby McFerrin
spotify:track:4cVHMHgmWgudD399ZdhQ3L,Let's Dance (Single Version) [2002 Remastered Version] - Single Version; 2002 Digital Remaster,David Bowie
spotify:track:5xoUgPXbMNUmoHU0Enwtwq,She Moves In Her Own Way,The Kooks
spotify:track:7mnGQesk1TzQLzQ9bYWZPR,She's so High,Tal Bachman
spotify:track:3BUQFs6aFWh7EFNmI8bfL7,Johnny B. Goode,Chuck Berry
spotify:track:6xNwKNYZcvgV3XTIwsgNio,Heartbreak Hotel,Elvis Presley
spotify:track:2UkWpJGuuJlOwGBAzdmTct,Hound Dog,Elvis Presley
spotify:track:4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,Elvis Presley
spotify:track:3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison
spotify:track:7jmHyHMEqm9MJWiMAneF05,Stand By Me - Single/LP Version,Ben E. King
spotify:track:3k9i7UzeSUYWIfUZFeFDUd,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos
spotify:track:6RrXd9Hph4hYR4bf3dbM6H,My Girl,The Temptations
spotify:track:63rva3TBizr6x1Yp5uwKfD,California Dreamin',The Mamas & The Papas
spotify:track:1JO1xLtVc8mWhIoE3YaCL0,Happy Together,The Turtles
spotify:track:3zBhihYUHBmGd2bcQIobrF,(Sittin' On) The Dock Of The Bay,Otis Redding
spotify:track:1I8956VUImfafRIuccR9Cq,"I Can't Help Myself (Sugar Pie, Honey Bunch) - Album Version (Stereo)",Four Tops
spotify:track:4uGIJG1jYFonGc4LGp5uQL,Somebody to Love,Jefferson Airplane
spotify:track:0bfvHnWWOeU1U5XeKyVLbW,Can't Take My Eyes Off You,Frankie Valli
spotify:track:1jFhnVoJkcB4lf9tT0rSZS,Unchained Melody,The Righteous Brothers
spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer,The Monkees
spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd,In the Summertime,Mungo Jerry
spotify:track:1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield
spotify:track:6pyzBTIjcO2AMkKE6x2Otb,Stayin' Alive,Bee Gees
spotify:track:6ek9SiEj5a65WIs2EV7qiM,Son Of A Preacher Man - Mono Version,Dusty Springfield
spotify:track:4v6koasIv1ksU2P9iWqfRV,Crocodile Rock,Elton John
spotify:track:7s25THrKz86DM225dOYwnr,Respect,Aretha Franklin
spotify:track:7aghcqWLL9hGMIb0VFdbyD,Light My Fire - Mono [Single Version],The Doors
spotify:track:7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered,The Lovin' Spoonful
spotify:track:5BUD7ROiES4DBoY6z4yZPs,I Will Survive - Re Recording,Gloria Gaynor
spotify:track:04INpAsA1FHfFMI7Rg9Ksy,Wild Thing (Re-Recorded / Remastered),The Troggs
spotify:track:1qhp5owrFGeZ5Jgin28nwR,You've Got a Friend,Carole King
spotify:track:2H3ZUSE54pST4ubRd5FzFR,Ain't No Mountain High Enough,Marvin Gaye
spotify:track:01iyCAUm8EvOFqVWYJ3dVX,Dancing Queen,ABBA
spotify:track:51FpzuGkRYXFgsE2zXt9av,When A Man Loves A Woman,Percy Sledge
spotify:track:0iOZM63lendWRTTeKhZBSC,Mrs. Robinson,Simon & Garfunkel
spotify:track:3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison
spotify:track:6ek9SiEj5a65WIs2EV7qiM,Son Of A Preacher Man - Mono Version,Dusty Springfield
spotify:track:63rva3TBizr6x1Yp5uwKfD,California Dreamin',The Mamas & The Papas
spotify:track:4ljDnzzqwnRIynr1g55um4,On To The Next One,JAY Z
spotify:track:3ffeQncH8z7STHm22g7Vtq,Les Damn,Nous Non Plus
spotify:track:1Co1RNm1i1RL9v1VeShNO3,Dancing On My Own,Robyn
spotify:track:4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Gotye
spotify:track:0LEoCPq4QlV2h41Fm5ENJ3,Common People,Pulp
spotify:track:3lPAHV0b53zgRRm9LBgnTY,Empire State Of Mind,JAY Z
spotify:track:6zsk6uF3MxfIeHPlubKBvR,Get Ur Freak On,Missy Elliott
spotify:track:0qi4b1l0eT3jpzeNHeFXDT,Just Can't Get Enough - Remastered,Depeche Mode
spotify:track:7nYvUtkQMx1v80S2FH2s9J,Regulate,Warren G
spotify:track:5AyL2kgLtTWEu3qO3B9SqK,Like A G6,Far East Movement
spotify:track:0EWh3tG6acqbt3tQOcP7hi,Gucci Gucci,Kreayshawn
spotify:track:2sCoROOlNQyFpRQEe6A5lv,Call Your Girlfriend,Robyn
spotify:track:5XJJdNPkwmbUwE79gv0NxK,Gold Digger,Kanye West
spotify:track:3pLTOP0G0etiWUknFoRpsr,The Cave,Mumford & Sons
spotify:track:6b5rA9rthDbZDOQp9UbOgl,Little Lion Man,Mumford & Sons
spotify:track:1CkvWZme3pRgbzaxZnTl5X,Rolling in the Deep,Adele
spotify:track:7Hk12JkCFwLO4s1jRGBS6s,Do My Dance,Tyga
spotify:track:7Hk12JkCFwLO4s1jRGBS6s,Do My Dance,Tyga
spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),Beyoncé
spotify:track:4IowQDUOzUvNtp72HMDcKO,Love Sosa,Chief Keef
spotify:track:0uFvvXbmGIXlf5ZgtHyYpf,Bugatti,Ace Hood
spotify:track:5kkXF6LWm1mCrQNEFEdpUl,Cake Boy,Hoodie Allen
spotify:track:5FEXPoPnzueFJQCPRIrC3c,Day 'N' Nite (nightmare),Kid Cudi
spotify:track:3FFcZZq3Z3EJrhUecwcMdG,She Will,Lil Wayne
spotify:track:3zvHOVC4jikl6jORSr6OLE,Heads Will Roll,Yeah Yeah Yeahs
spotify:track:76iUSvF96Plu0764Jjc6xL,Cockiness (Love It),Rihanna
spotify:track:5iY4ME9owPdS6R99Kcz5Gr,Miami 2 Ibiza - (Swedish House Mafia vs. Tinie Tempah),Swedish House Mafia
spotify:track:2ZeqHRsu81p7xNsW24qTyt,Do It Like A Dude,Jessie J
spotify:track:6e3fQ1fC1MX7kfbpyc13Pw,Dinosaur,Kesha
spotify:track:0rlTAl25usHDCFxw5T08dA,Blah Blah Blah,Kesha
spotify:track:5oCDhCAXHgSJMxFMYRnnxh,Take It Off - Billboard Radio Mix,Kesha
spotify:track:5ix67Z9s5NkVqw4bh8frev,Animal - Switch Remix,Kesha
spotify:track:2motU0Jz7DbEimktQaVLBP,F**K Him He's A DJ,Kesha
spotify:track:7n7bEyDBqy1bBTdbLqjkgU,The Sleazy Remix,Kesha
spotify:track:0hdiDzQu1FsfaYM1NIL8ma,Molly,Tyga
spotify:track:2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX) - feat. Charli XCX [Original Version],Icona Pop
spotify:track:57mKcbEq7nMqtJ4gqJvWcp,Talk That Talk,Rihanna
spotify:track:0x1LCpY9Rgeq97VPajm81B,Cyclone - Main,Baby Bash
spotify:track:4Pwjz3DfvfQWV0rO2V8jyh,"Bitch, Don’t Kill My Vibe",Kendrick Lamar
spotify:track:2yJVeT8cP1zstJxRP7Nlv8,No Interruption,Hoodie Allen
spotify:track:4Qsr4dIzcsuhkMSOmyZrJD,R.I.P.,Jeezy
spotify:track:7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent
spotify:track:4EfN6bixdOOgoLYR5C4cWo,Birthday Cake,Rihanna
spotify:track:5AyL2kgLtTWEu3qO3B9SqK,Like A G6,Far East Movement
spotify:track:6eG57n71RMwtmtmeJxinSQ,I Just Had Sex,The Lonely Island
spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,You Da One,Rihanna
spotify:track:4NpDZPwSXmL0cCTaJuVrCw,Birthday Sex,Jeremih
spotify:track:2hV7ux2OO5yRKCHd6G8CZQ,Bass Down Low,DEV
spotify:track:5tqyZmF6uEoTkD6ja7KZjv,Wop (Official Version),J. Dash
spotify:track:3vQmBDWrQwFPtZXcfW5pbP,Booty Work (One Cheek At A Time),Off The Record
spotify:track:1BT6WZSARFZnIxMKMsD61Z,Nuthin',T-Pain
spotify:track:4P6BuLsqtg5uISdE77ypI9,Ayy Ladies,Travis Porter
spotify:track:5UBdJJH5P7gDf1od88mo5D,All Night,Timeflies
spotify:track:4kCvpSVa2XQUiarE7EE5Fs,Another Night,Mac Miller
spotify:track:1Vf7RzSqPmrppyLaZALQbR,Wobble,Travis Porter
spotify:track:6lgzJuBX3iqevLdtgNlyAU,2 Reasons (feat. T.I.),Trey Songz
spotify:track:4qikXelSRKvoCqFcHLB2H2,Mercy,Kanye West
spotify:track:5qkWTBmDmZjogwIvbKtJQv,Birthday Song,2 Chainz
spotify:track:2NRUU0gP1d8Yif8CpsCW8l,Faded,Tyga
spotify:track:3Bg9tG97H75VhfPId5URez,In My Trunk,DEV
spotify:track:6rorH8bDwn1lrHTW48bXiN,Who Booty,Jonn Hart
spotify:track:6KBD2g9nzhDlPdW7cbAEix,Little Bad Girl (feat. Taio Cruz & Ludacris),David Guetta
spotify:track:5aGjqv9Djj3eqI58lOxkGv,Hey,Lil Jon
spotify:track:2cY7WSxFIsZQaoDNJe7Fz3,Pass Out,Tinie Tempah
spotify:track:0n8sihyFpH8zTplrU69bJl,Twerk,Colton B
spotify:track:0g6mKqhGtUIEoLSmV8ozi8,Remember You - feat. The Weeknd,Wiz Khalifa
spotify:track:1Oenqmtbzt331Pgv0ODfS2,Outta Your Mind,Lil Jon
spotify:track:43WRMgpCVSFmv9wftWcZP4,All Gold Everything,Trinidad James
spotify:track:60geMByGdlcGGMR5R5ZjHE,I'm Goin In,Drake
spotify:track:1vNn7rVQT6UtEW1NGH53fT,All Night Longer,Sammy Adams
spotify:track:30vGovYla22j6BltnKZZZm,Big Spender feat. Lil Wayne,Nicky Manaj
spotify:track:1L0rvFTlpoR8rHxdR4lTSN,Gas Pedal,Sage The Gemini
spotify:track:2SOsWLMZdA4XcWmkgSCdo4,Trippy,Lil Wayne
spotify:track:52JyHLUiugFECIYBWM2qdh,No Love,Eminem
spotify:track:4P7VFiaZb3xrXoqGwZXC3J,Lollipop,Lil Wayne
spotify:track:0LWQWOFoz5GJLqcHk1fRO2,Look At Me Now,Chris Brown
spotify:track:0z5ZPs57J2KERwM1tBM2GF,6 Foot 7 Foot,Lil Wayne
spotify:track:4XVfNwP88Hn9kSkXVnxj2S,Ball (feat. Lil Wayne),T.I.
spotify:track:4GVD0FIBo08FSAy3tbIY7g,Pop That,French Montana
spotify:track:0m1KYWlT6LhFRBDVq9UNx4,HYFR (Hell Ya Fucking Right),Drake
spotify:track:3Eq7yD58dIXqOgw1j7NFhY,Rich As Fuck,Lil Wayne
spotify:track:7EZPH9Px3gXlxD5KJDwtwc,Bandz A Make Her Dance,Juicy J
spotify:track:7tGlzXJv6GD5e5qlu5YmDg,Love Me,Lil Wayne
spotify:track:4Kz4RdRCceaA9VgTqBhBfa,The Motto,Drake
spotify:track:6V2D8Lls36APk0THDjBDfE,Started From the Bottom,Drake
spotify:track:3tAz11FTj3uyc1ronoSbil,What Goes Around,Big Sean
spotify:track:4X5f3vT8MRuXF68pfjNte5,F**kin' Problems,A$AP Rocky
spotify:track:6REbwUNlppTfcnV4d4ZoZi,Swimming Pools (Drank),Kendrick Lamar
spotify:track:2RV8KsoOJbKdTURDpRnP6I,Roman's Revenge,Nicki Minaj
spotify:track:1uqLxPxVgM50Dzoe6l3L00,Did It On’em,Nicki Minaj
spotify:track:2RFX8hjyXcoHHOA1TT0wd6,Lil Freak,Usher
spotify:track:0x335qdLBS6o30hYdc8h2I,Beez In The Trap,Nicki Minaj
spotify:track:13VDHbpoKlRhtgUaWTE2Ld,Stupid Hoe,Nicki Minaj
spotify:track:31VM9uxtem39xmT0dfDiSU,Muthaf**ka Up,Tyga
spotify:track:3ZAMtgYJFoHwJjFkhkXqKr,Dance (A$$) Remix,Big Sean
spotify:track:38jPOB8WGIbBcTj4RutOwF,Turbulence - Radio Edit,Steve Aoki
spotify:track:1LXfS68I0VgIzghEiGRyoq,Stupid S***,Girlicious
spotify:track:7IxHyB6UoZW8EARDonolT2,Get Silly,V.I.C.
spotify:track:2SOsWLMZdA4XcWmkgSCdo4,Trippy,Lil Wayne
spotify:track:7rZVhJBmuX6TLo1h2PTv7Z,Wowzerz,Lil Wayne
spotify:track:375kDav60SICbKXyxIgRcA,What I Do,Kid Ink
spotify:track:0wpbHnOW0zVUtV10LSj9c9,Down On Me,Jeremih
spotify:track:0wpbHnOW0zVUtV10LSj9c9,Down On Me,Jeremih
spotify:track:4qHYLoxbKUHu6iZCqEYz7k,Like the Way,Aer
spotify:track:3xqF04FdMK7gpIPG3SPFpY,It's Time,Imagine Dragons
spotify:track:3e0yTP5trHBBVvV32jwXqF,Anna Sun,WALK THE MOON
spotify:track:1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,The Lumineers
spotify:track:2toY6JyyfKy9TwNk3Ou2XG,She's So Mean,Matchbox Twenty
spotify:track:2ZrgAz9UpNxD4w5jHNwGSn,Knock Knock,Band of Horses
spotify:track:1POAx4NMLOBPVKZUSsBh92,Cashin' Out,Ca$h Out
spotify:track:6ONHzocQurXRl6HkQ4th2y,Sounds So Good,Ashton Shepherd
spotify:track:4JQSMg83F8qYwSBt5xOXsQ,Diamonds,Rihanna
spotify:track:4ZF2WDTBVFihfTkxfme8JE,Kiss Tomorrow Goodbye,Luke Bryan
spotify:track:7oizkVPKiJYU5CyTjrcVp0,The One That Got Away,Jake Owen
spotify:track:2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Of Monsters and Men
spotify:track:0vFMQi8ZnOM2y8cuReZTZ2,Blown Away,Carrie Underwood
spotify:track:0i5el041vd6nxrGEU8QRxy,Cruise,Florida Georgia Line
spotify:track:6aUhfNWYnMThF3TGtuYUUu,How Country Feels,Randy Houser
spotify:track:6s3dgEQgen7G85NtYUTEbD,Every Storm (Runs Out Of Rain),Gary Allan
spotify:track:15twB7zTglmu0Bg8gW4Mrm,Stubborn Love,The Lumineers
spotify:track:7C7yqFTM0ncyJ04GIKrxdV,Anything Could Happen,Ellie Goulding
spotify:track:4esOae7i4rqTbAu9o5Pxco,Girl On Fire,Alicia Keys
spotify:track:4lcXNTm9JrQpJYXqsENmFI,Redneck Crazy,Tyler Farr
spotify:track:68Pux358EOhXmQqln37bj4,God Gave Me You,Blake Shelton
spotify:track:2G634xynj7ev8r5c0sAL3T,Tip It On Back,Dierks Bentley
spotify:track:1jF7IL57ayN4Ity3jQqGu0,Try,P!nk
spotify:track:0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes
spotify:track:7gar9J7OVfmOVPilkwWODC,Catch My Breath,Kelly Clarkson
spotify:track:6E9V9TRlVOLjenGjHemzEH,Hard To Love,Lee Brice
spotify:track:1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason,P!nk
spotify:track:6Ep6BzIOB9tz3P4sWqiiAB,Radioactive,Imagine Dragons
spotify:track:06EL94D0TA27Ik0Ke5usbj,The Way,Ariana Grande
spotify:track:1V6gIisPpYqgFeWbMLI0bA,Heart Attack,Demi Lovato
spotify:track:0lsqtZVyovtBSQtWdD44LH,Sweet Nothing,Calvin Harris
spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Locked Out Of Heaven,Bruno Mars
spotify:track:1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,The Lumineers
spotify:track:2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX) - feat. Charli XCX [Original Version],Icona Pop
spotify:track:7s0lDK7y3XLmI7tcsRAbW0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
spotify:track:3xqF04FdMK7gpIPG3SPFpY,It's Time,Imagine Dragons
spotify:track:0gRczqVHrEQQDyizJUtgRc,Troublemaker,Olly Murs
spotify:track:3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,Darius Rucker
spotify:track:7t0RGhnXGBoVfy3Gakip8B,Bad (feat. Tiara Thomas),Wale
spotify:track:5yIiXdLRE85OBiQmCaUenq,Sure Be Cool If You Did,Blake Shelton
spotify:track:0uFvvXbmGIXlf5ZgtHyYpf,Bugatti,Ace Hood
spotify:track:2mjX9JRvEBmaav0Pn3xSCV,Downtown,Lady Antebellum
spotify:track:7gar9J7OVfmOVPilkwWODC,Catch My Breath,Kelly Clarkson
